,COMPL_RPY_1YR_RT,COMPL_RPY_3YR_RT,COMPL_RPY_5YR_RT,COMPL_RPY_7YR_RT,C100_4,C100_L4,DEBT_MDN_SUPP,GRAD_DEBT_MDN,DEBT_N,GRAD_DEBT_N,LATITUDE,LONGITUDE,REGION,LOCALE,SCH_DEG,MAIN,NUMBRANCH,HIGHDEG,CONTROL,ST_FIPS,AVGFACSAL,PFTFAC,ICLEVEL,UG,UG_NRA,UG_UNKN,UG_WHITENH,UG_BLACKNH,UG_API,UG_AIANOLD,UG_HISPOLD,MEDIAN_HH_INC,UNEMP_RATE,UGDS_MEN,UGDS_WOMEN,cost,earning
492,0.4514767932,0.518172378,0.512575889,0.5510416667,,0.4044,9500,9500,803,697,33.774741,-117.938395,8,21.0,1.0,1,1,2,3,6,5912.0,0.6029,2,478.0,0.0021,0.0335,0.205,0.0921,0.3285,0.0021,0.3368,67835.8,4.23000001907348,0.2888,0.7112,27874.0,31800
493,0.5,0.5428571429,0.7068965517,0.7441860465,,0.0493,3500,PrivacySuppressed,754,18,32.641566999999995,-116.997215,8,21.0,2.0,1,1,2,1,6,9039.0,0.2678,2,17994.0,0.0042,0.0426,0.1687,0.055,0.1716,0.0054,0.5526,56148.58,4.46000003814697,0.4677,0.5323,10713.0,23400
494,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,37.876939,-122.261778,8,12.0,3.0,1,1,4,2,6,7083.0,,1,,,,,,,,,,,,,,
495,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,33.889348,-117.886229,8,21.0,3.0,1,1,4,2,6,9736.0,0.6078,1,,,,,,,,,71601.32,3.50999999046325,,,,83300
496,0.537037037,0.6296296296,PrivacySuppressed,PrivacySuppressed,0.0,,31000,31500,61,46,34.044215,-118.232799,8,11.0,3.0,1,1,4,2,6,10414.0,0.5385,1,19.0,0.1579,0.2105,0.1579,0.0,0.0526,0.0,0.4211,66525.34,4.38000011444091,0.6148,0.3852,67225.0,48400
497,0.8065967016,0.8394308943,0.8778905809,0.9038131226,0.7708,,21250,22120,5012,4196,34.021281,-118.28416899999999,8,11.0,3.0,1,1,4,2,6,13760.0,0.5986,1,15705.0,0.0699,0.0232,0.4737,0.0617,0.226,0.008,0.1374,76787.41,3.67000007629394,0.48200000000000004,0.518,67064.0,53800
498,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,6000,PrivacySuppressed,33,PrivacySuppressed,34.061558000000005,-118.288375,8,11.0,3.0,1,1,4,2,6,14079.0,0.6484,1,,,,,,,,,74660.77,3.77999997138977,,,,74100
499,,,,PrivacySuppressed,,0.1727,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,35.149343,-119.459751,8,32.0,2.0,1,1,2,1,6,8980.0,0.4397,2,7331.0,0.0022,0.0172,0.5582,0.081,0.0214,0.0243,0.2957,48523.11,6.1100001335144,0.6332,0.3668,12882.0,22900
500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,34.107602,-117.71525600000001,8,21.0,3.0,1,1,4,2,6,6943.0,1.0,1,,,,,,,,,65095.83,4.51999998092651,,,,PrivacySuppressed
501,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.7529,,17000,18000,173,135,34.429009,-119.08714099999999,8,42.0,3.0,1,1,3,2,6,9080.0,1.0,1,277.0,0.083,0.0,0.8014,0.0072,0.0289,0.0,0.0794,67656.24,3.42000007629394,0.5078,0.4922,35724.0,32000
502,PrivacySuppressed,0.6,PrivacySuppressed,PrivacySuppressed,0.1667,,12333,PrivacySuppressed,127,PrivacySuppressed,38.645152,-121.362642,8,21.0,2.0,1,1,4,2,6,2098.0,0.303,1,,,,,,,,,63747.56,4.17999982833862,0.5029,0.4971,25468.0,27500
503,0.2392897866,0.2699100835,0.2757739616,0.2984713376,,0.4774,9500,9500,6663,5292,33.986057,-118.226206,8,21.0,1.0,1,9,1,3,6,,,3,1765.0,0.0266,0.0555,0.085,0.1688,0.0521,0.0028,0.6091,52269.41,5.38999986648559,0.2559,0.7441,28330.0,19300
504,0.3484848485,0.4103072349,0.3986784141,0.4020139427,,0.3923,9500,9500,1016,859,34.066823,-117.28399499999999,8,12.0,1.0,1,1,2,3,6,5684.0,0.6724,2,551.0,0.0,0.147,0.2287,0.1779,0.0254,0.0018,0.4192,56088.13,5.38000011444091,0.1944,0.8056,26595.0,24200
505,,,,,,0.5,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,33.959453,-118.29216100000001,8,21.0,1.0,1,1,1,3,6,,,3,93.0,0.0,0.0108,0.0,0.9677,0.0,0.0,0.0215,40772.16,6.98000001907348,0.44,0.56,13120.0,13800
506,0.477243173,0.5076923077,0.5441030723,0.4952076677,,0.3697,9500,9500,952,773,34.186407,-118.403627,8,11.0,1.0,1,1,2,3,6,5845.0,0.7581,2,444.0,0.0,0.0698,0.2477,0.1532,0.2005,0.0023,0.3266,57738.74,5.17999982833862,0.2952,0.7048,26065.0,32800
507,0.4955752212,0.5867768595,0.6451612903,0.7941176471,,0.1305,5500,6500,729,143,34.277035,-119.230659,8,12.0,2.0,1,1,2,1,6,8453.0,0.3255,2,11837.0,0.0127,0.0605,0.5253,0.0259,0.0567,0.0146,0.3043,68802.22,3.89000010490417,0.4565,0.5435,8407.0,26500
508,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,34.25747,-119.23298799999999,8,12.0,,1,2,4,2,6,,,1,,,,,,,,,,,,,,
509,0.2844036697,0.4297520661,0.5483870968,0.496124031,,0.0316,5000,5375,395,42,34.472231,-117.26145600000001,8,12.0,2.0,1,1,2,1,6,7509.0,0.2144,2,9221.0,0.0007,0.0079,0.6389,0.0818,0.0362,0.0118,0.2228,53361.42,5.44000005722045,0.414,0.586,14703.0,20400
510,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,0.1063,5759,8050,315,26,37.869769,-122.26987700000001,8,12.0,2.0,1,1,2,1,6,8448.0,0.3188,2,3984.0,0.0301,0.1325,0.3584,0.2216,0.1519,0.0058,0.0996,59392.46,4.23000001907348,0.4543,0.5457,13200.0,24300
511,0.4351329573,0.4856060606,0.6004366812,0.6666666667,0.0556,,12000,24028,9904,3225,44.98125,-93.265738,4,11.0,3.0,1,1,4,3,27,6807.0,0.0697,1,,,,,,,,,62475.08,3.47000002861023,0.2206,0.7794,,38800
512,,,,,,0.1429,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,36.700635,-121.652672,8,12.0,1.0,1,1,1,3,6,,,3,,,,,,,,,,,0.36,0.64,15378.0,
513,0.3797468354,0.5256410256,0.6037735849,0.5365853659,,0.1429,5500,7000,354,77,36.147890999999994,-120.356747,8,32.0,2.0,1,1,2,1,6,8046.0,0.3241,2,4344.0,0.0081,0.0134,0.4128,0.0741,0.0582,0.0143,0.4192,47860.87,8.09000015258789,0.4237,0.5763,13846.0,22400
514,0.3777777778,0.387755102,0.5227272727,PrivacySuppressed,,,6500,10607,739,24,34.005578,-118.387578,8,21.0,1.0,1,1,2,1,6,8043.0,0.2727,1,10404.0,0.0092,0.2204,0.1001,0.4008,0.0587,0.0025,0.2083,50356.18,5.96999979019165,0.4027,0.5973,13369.0,22600
515,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,0.1073,4135,PrivacySuppressed,138,17,37.26398,-122.008324,8,21.0,2.0,1,1,2,1,6,8763.0,0.4646,2,10719.0,0.0139,0.0491,0.5956,0.0289,0.1795,0.006999999999999999,0.126,100636.77,2.64000010490417,0.4514,0.5486,14989.0,27800
516,0.395157385,0.4541557514,0.4164336751,0.4460678211,,0.1037,12044,12125,6476,4862,38.556151,-121.37133100000001,8,21.0,1.0,1,7,2,3,6,6046.0,0.2039,2,574.0,0.0,0.0244,0.5261,0.1411,0.10099999999999999,0.0139,0.1934,66236.49,4.40000009536743,0.0953,0.9047,18045.0,25700
517,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,33.121446999999996,-117.046371,8,21.0,,1,1,4,2,6,10655.0,0.7931,1,,,,,,,,,PrivacySuppressed,PrivacySuppressed,,,,
518,0.8321167883,0.8631578947,0.9176029963,PrivacySuppressed,0.7377,,18750,23250,541,339,34.450151,-119.662517,8,22.0,3.0,1,1,3,2,6,7453.0,0.5721,1,1323.0,0.0083,0.0197,0.8345,0.0098,0.0363,0.0144,0.0771,78788.61,3.30999994277954,0.3915,0.6085,57387.0,35600
519,0.6837209302,0.7312072893,0.8274760383,0.8483870968,0.5802,,20500,25000,876,544,33.977625,-118.028402,8,21.0,3.0,1,1,4,2,6,8587.0,0.7157,1,1294.0,0.0487,0.0193,0.5193,0.0572,0.0696,0.0178,0.2682,73825.46,3.70000004768371,0.4297,0.5703,53966.0,33600
520,0.64,0.7401574803,0.7852760736,0.8440860215,0.1373,,27000,31000,566,277,34.208011,-118.34114699999999,8,11.0,3.0,1,1,4,2,6,7108.0,0.3522,1,1135.0,0.0802,0.0,0.3841,0.07400000000000001,0.1683,0.0044,0.289,60713.37,4.57000017166137,0.5131,0.4869,48733.0,34800
521,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,37.868221000000005,-122.25316799999999,8,12.0,3.0,1,1,4,2,6,7565.0,0.3671,1,,,,,,,,,86829.58,3.01999998092651,,,,PrivacySuppressed
522,0.3941233609,0.4697186457,0.5454545455,0.773381295,,,13437.5,30481,19584,5727,33.658464,-117.760902,8,11.0,3.0,0,28,4,3,6,11775.0,0.4167,1,,,,,,,,,,,,,,30300
523,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,32.71014,-117.154191,8,11.0,3.0,1,1,4,2,6,13588.0,0.473,1,,,,,,,,,71238.54,3.22000002861023,,,,PrivacySuppressed
524,,,,,0.3273,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,34.085494,-118.34668799999999,8,11.0,3.0,1,1,3,2,6,3559.0,,1,71.0,0.0141,0.0,0.9859,0.0,0.0,0.0,0.0,66838.2,4.05000019073486,1.0,0.0,25800.0,PrivacySuppressed
525,0.5,0.4,0.7012987013,0.6222222222,,0.0686,3500,PrivacySuppressed,112,PrivacySuppressed,39.126536,-121.53963999999999,8,22.0,2.0,1,1,2,1,6,6640.0,0.3508,2,10295.0,0.001,0.0276,0.5965,0.0401,0.0874,0.0214,0.226,49031.64,5.90000009536743,0.3939,0.6061,11182.0,21600
526,0.421875,0.4923076923,0.595505618,0.5263157895,,0.5319,10041.5,11817.5,90,78,39.078114,-108.56521000000001,7,13.0,1.0,1,1,1,3,8,,,2,60.0,0.0,0.0,0.8333,0.0333,0.0,0.0,0.1333,49675.43,3.57999992370605,0.0,1.0,14854.0,14000
527,0.5862068966,0.6034482759,0.6884057971,0.7933333333,0.1373,,11425,22500,1472,466,37.473636,-105.87964199999999,7,33.0,3.0,1,1,4,1,8,6222.0,0.4823,1,2080.0,0.0024,0.0202,0.637,0.0351,0.0125,0.0173,0.2755,50726.71,3.82999992370605,0.5131,0.4869,21026.0,26700
528,0.4699646643,0.5459183673,0.6569037657,0.6843575419,,0.1825,4750,7000,1524,415,40.409559,-104.76341500000001,7,12.0,1.0,1,1,2,1,8,6810.0,1.0,2,6948.0,0.0,0.0268,0.7329,0.0154,0.0147,0.0118,0.1985,59789.69,3.50999999046325,0.4285,0.5715,12793.0,28900
529,0.5831903945,0.6217532468,0.7153846154,0.7131147541,,0.1071,4750,9750,3630,623,39.607504999999996,-105.018631,7,21.0,1.0,1,1,2,1,8,7036.0,0.221,2,7436.0,0.0225,0.0651,0.7733,0.0208,0.0285,0.0133,0.0765,82692.75,2.26999998092651,0.4432,0.5568,13311.0,32900
530,0.5275080906,0.5588235294,0.6477272727,0.6900584795,,0.4609,17416,27026,400,218,39.686194,-104.87620700000001,7,21.0,2.0,1,1,2,3,8,5500.0,0.5263,2,608.0,0.0033,0.0,0.903,0.0362,0.0099,0.0033,0.0444,71132.11,2.94000005722045,0.0949,0.9051,25126.0,27100
531,0.2638398115,0.3107246377,0.2971014493,0.3289940828,,0.4156,6944,7511,753,537,38.807095000000004,-104.740267,7,11.0,1.0,1,2,2,2,8,,,2,578.0,0.0,0.2128,0.474,0.1522,0.0156,0.0156,0.1298,67773.78,3.39000010490417,0.2195,0.7805,25210.0,17600
532,0.6557231588,0.7015818726,0.7936681223,0.8495320374,0.2059,,13076,20500,5329,2721,39.745149,-104.837722,7,11.0,3.0,1,1,4,1,8,10031.0,0.6424,1,8093.0,0.0538,0.1519,0.5511,0.0382,0.0975,0.0104,0.0972,74050.41,2.80999994277954,0.4612,0.5388,20306.0,41500
533,0.7045604759,0.7552581262,0.7874911158,0.8214599824,0.2529,,12197,21000,4845,2045,38.892734999999995,-104.800296,7,11.0,3.0,1,1,4,1,8,8008.0,0.5363,1,4967.0,0.0077,0.0312,0.7675,0.0407,0.0564,0.0091,0.0876,70639.18,2.86999988555908,0.4793,0.5207,21038.0,34600
534,0.4477172312,0.5118343195,0.5305084746,0.6287128713,,0.2667,16085,19197,415,316,39.914821999999994,-105.119096,7,13.0,2.0,1,2,2,3,8,3750.0,0.7105,2,1188.0,0.0278,0.0,0.7593,0.0648,0.0337,0.0194,0.0951,63587.02,3.38000011444091,0.9540000000000001,0.046,26124.0,39700
535,0.777980694,0.8236345074,0.8360780339,0.8610936518,0.4745,,14000,19500,7205,4295,40.008781,-105.270823,7,12.0,3.0,1,1,4,1,8,11110.0,0.6629999999999999,1,23612.0,0.0141,0.0479,0.8026,0.0179,0.0554,0.0072,0.0549,81327.65,2.73000001907348,0.5588,0.4412,31393.0,39100
536,0.6878172589,0.7068965517,0.8263888889,PrivacySuppressed,0.4172,,10500,26000,3664,739,39.713879999999996,-105.09456000000002,7,12.0,3.0,1,1,4,2,8,6066.0,0.1844,1,1843.0,0.0076,0.0586,0.7976,0.064,0.013000000000000001,0.0054,0.0537,70816.99,2.84999990463256,0.3191,0.6809,41463.0,34200
537,0.8701298701,0.9074889868,0.9135802469,0.9083665339,0.8243,,19147,20497.5,365,292,38.848859999999995,-104.82269699999999,7,11.0,3.0,1,1,4,2,8,11036.0,0.897,1,1919.0,0.0245,0.0636,0.7806,0.0245,0.0386,0.0125,0.0558,73737.62,2.92000007629394,0.4592,0.5408,63600.0,34000
538,0.411908646,0.462211615,0.4470008217,0.489194499,,0.4644,9500,9500,2041,1663,39.718699,-104.86708899999999,7,11.0,1.0,1,2,2,3,8,5712.0,0.8929,2,321.0,0.0,0.2866,0.4143,0.1121,0.0125,0.0093,0.1651,68505.79,3.07999992370605,0.1977,0.8023,28040.0,27700
539,0.4855769231,0.5712025316,0.6257142857,0.6849865952,0.1719,,14167,29127.5,977,360,39.735587,-104.98584699999999,7,11.0,3.0,1,1,3,3,8,5419.0,0.21899999999999997,1,2090.0,0.0,0.3593,0.5124,0.0268,0.0402,0.01,0.0512,66519.79,3.16000008583068,0.5129,0.4871,27373.0,26700
540,0.6490066225,0.6676923077,0.6882591093,0.7777777778,,,5500,8500,1405,331,39.54636,-107.324441,7,33.0,1.0,1,1,3,1,8,8234.0,0.1764,1,7407.0,0.0061,0.1096,0.7677,0.0149,0.0117,0.0089,0.0811,68934.9,2.67000007629394,0.4513,0.5487,13611.0,28900
541,0.6774193548,0.6829268293,0.7821782178,0.8421052632,,0.3008,7500,12000,439,161,40.081112,-108.790048,7,43.0,2.0,1,1,2,1,8,5892.0,0.9545,2,1834.0,0.0,0.1434,0.8043,0.0104,0.0027,0.0098,0.0294,57363.26,3.66000008583068,0.3552,0.6448,17305.0,30600
542,0.9502890173,0.9585730725,0.9717114569,0.9534883721,0.5195,,21915,25000,1445,1073,39.751443,-105.22336399999999,7,21.0,3.0,1,1,4,1,8,10964.0,0.8556,1,2559.0,0.0434,0.0231,0.7956,0.0121,0.0531,0.0074,0.0653,74353.28,2.63000011444091,0.7202,0.2798,31226.0,69200
543,0.5416666667,0.5625,0.6326530612,0.701863354,,0.8176,14000,19974.5,129,114,39.74181,-105.104174,7,12.0,2.0,1,1,2,3,8,3031.0,,2,82.0,0.0,0.0,0.9390000000000001,0.0122,0.0,0.0,0.0488,61125.39,3.02999997138977,0.9824,0.0176,19510.0,33700
544,0.7344970142,0.7872866128,0.8116404715,0.8542755018,0.4212,,15000,20502,9270,5252,40.574805,-105.08073200000001,7,12.0,3.0,1,1,4,1,8,9480.0,0.6805,1,20728.0,0.0087,0.0363,0.8397,0.0179,0.0275,0.0127,0.0573,73818.06,2.75,0.4907,0.5093,24885.0,36800
545,0.3242386505,0.4145717464,0.5093008339,0.6297643524,0.0613,,10638,31710.5,34593,5386,38.894265000000004,-104.833928,7,11.0,3.0,1,2,4,3,8,9640.0,,1,1393.0,0.023,0.061,0.7516,0.0747,0.0345,0.0036,0.0517,58865.35,3.55999994277954,0.3693,0.6307,24136.0,27900
546,0.4341085271,0.501216545,0.646875,0.6993865031,,0.2453,5500,9625,2521,379,39.71788,-104.802673,7,11.0,2.0,1,1,2,1,8,6568.0,1.0,2,4642.0,0.0114,0.0571,0.603,0.162,0.0558,0.0166,0.0941,71715.37,2.83999991416931,0.40399999999999997,0.596,15424.0,30100
547,0.2006033183,0.2581602374,0.3347921225,0.4217506631,0.1294,,19232,27217,801,358,39.691571,-104.94116799999999,7,11.0,2.0,1,4,3,2,8,5348.0,0.2174,1,399.0,0.0025,0.0627,0.5414,0.0827,0.0602,0.0075,0.2431,62640.27,3.25,0.1343,0.8657,30470.0,18600
548,0.5094339623,0.5454545455,0.5714285714,0.6229508197,,0.8868,4750,4750,135,116,38.702524,-108.031072,7,41.0,1.0,1,1,1,1,8,,,2,2312.0,0.0035,0.0022,0.9256,0.0022,0.0026,0.0078,0.0562,47434.25,3.27999997138977,0.2407,0.7593,8301.0,27400
549,0.3956442831,0.4750430293,0.5794871795,0.6763754045,,0.0663,4714,10460,4333,612,39.741413,-105.001044,7,11.0,2.0,1,1,2,1,8,5176.0,0.2581,2,6635.0,0.054000000000000006,0.0,0.4225,0.1411,0.065,0.0173,0.3002,61494.5,3.51999998092651,0.4167,0.5833,14516.0,27100
550,0.4795890031,0.4979276043,0.4657596372,0.5235632184,,0.4563,10375,12000,9488,6538,39.776509999999995,-104.856171,7,11.0,1.0,0,8,2,3,8,3924.0,0.9231,2,390.0,0.0,0.0179,0.7385,0.0538,0.0359,0.0205,0.1333,65483.96,3.40000009536743,0.9458,0.0542,23247.0,29200
551,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,39.600595,-105.02236299999998,7,21.0,3.0,1,2,4,2,8,5956.0,0.9412,1,,,,,,,,,PrivacySuppressed,PrivacySuppressed,,,,
552,0.7422907489,0.7880724175,0.8614583333,0.888,0.6634,,19500,23804,1744,1106,39.678005,-104.96325900000001,7,11.0,3.0,1,1,4,2,8,10680.0,0.5772,1,3992.0,0.0504,0.0138,0.7743,0.0383,0.0498,0.0113,0.0621,78120.26,2.75999999046325,0.4646,0.5354,59656.0,44500
553,,,,,,0.7921,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,39.74575,-104.98575100000001,7,11.0,1.0,1,1,1,1,8,,,3,7377.0,0.0233,0.0138,0.5571,0.0977,0.0357,0.0102,0.2622,58984.56,3.75999999046325,0.8474,0.1526,10444.0,20100
554,0.6509863429,0.6808199122,0.7468553459,0.7788944724,0.2446,,10500,18866,1835,847,37.275939,-107.86742199999999,7,32.0,3.0,1,1,4,1,8,7152.0,0.9474,1,4285.0,0.0217,0.0464,0.7043,0.0093,0.0098,0.1624,0.046,61685.3,4.26000022888183,0.5042,0.4958,24298.0,28100
555,0.495972382,0.5548281506,0.6637726914,0.7401574803,,0.0927,6500,13659,9096,1675,39.901452,-105.038068,7,21.0,1.0,1,1,2,1,8,6718.0,0.9797,2,12962.0,0.0112,0.0521,0.7878,0.0123,0.0324,0.013999999999999999,0.0902,71572.35,2.9300000667572,0.4286,0.5714,14530.0,30400
556,PrivacySuppressed,PrivacySuppressed,0.4848484848,0.6129032258,,0.32,5500,6500,39,19,39.562138,-107.358744,7,33.0,1.0,1,1,1,3,8,,,2,51.0,0.0,0.0,0.8431,0.0,0.0196,0.0,0.1373,73316.69,2.30999994277954,0.0556,0.9444,18709.0,PrivacySuppressed
557,0.512345679,0.5636363636,0.5,0.5465838509,,0.0877,9939,12000,150,117,40.496727,-105.076628,7,12.0,1.0,1,1,1,3,8,,,2,60.0,0.0,0.0,0.85,0.0,0.0,0.0,0.15,66391.58,2.98000001907348,0.094,0.9059999999999999,16464.0,20200
558,,,PrivacySuppressed,PrivacySuppressed,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,39.675927,-104.96065700000001,7,11.0,3.0,1,1,4,2,8,6966.0,1.0,1,,,,,,,,,66861.5,3.00999999046325,,,,PrivacySuppressed
559,0.3989637306,0.4336734694,0.4077669903,0.4480874317,,0.33899999999999997,4983,6333,361,238,38.913621,-104.786252,7,11.0,1.0,1,1,1,3,8,,,2,170.0,0.0118,0.0118,0.5235,0.2647,0.0176,0.0118,0.1588,62022.01,3.14000010490417,0.1721,0.8279,15356.0,19200
560,0.4565217391,0.5319148936,0.4523809524,0.6493506494,,0.3147,5500,9768.5,322,96,38.068886,-102.61614399999999,7,33.0,2.0,1,1,2,1,8,5191.0,0.3478,2,991.0,0.0101,0.003,0.7992,0.0121,0.004,0.0172,0.1544,46537.94,2.49000000953674,0.4734,0.5266,16527.0,25000
561,0.6531141869,0.7127211457,0.7813370474,0.8206039076,0.1404,,10875,22200,4969,1615,39.080643,-108.553275,7,13.0,3.0,1,1,4,1,8,6577.0,0.6567,1,5092.0,0.0075,0.0265,0.8525,0.0145,0.0141,0.0114,0.0734,56304.4,3.35999989509582,0.4611,0.5389,19224.0,30700
562,0.5760771317,0.6572014052,0.7315655648,0.789623312,0.0597,,12988,22877.5,10853,3786,39.744202,-105.00504,7,11.0,3.0,1,1,4,1,8,6476.0,1.0,1,17688.0,0.0113,0.0465,0.7064,0.0603,0.0384,0.0097,0.1275,71857.86,2.92000007629394,0.4645,0.5355,18017.0,34100
563,0.5087719298,0.5367231638,0.5939849624,0.7126436782,,0.3208,4603.5,8655.5,316,102,40.258792,-103.771822,7,33.0,1.0,1,1,2,1,8,5827.0,0.9394,2,1757.0,0.0006,0.0188,0.8429,0.0051,0.0057,0.0108,0.1161,50344.53,2.34999990463256,0.3025,0.6975,12694.0,25800
564,0.6279069767,0.6769230769,0.7596899225,0.7747747748,0.2368,,13049.5,24500,248,96,40.014235,-105.26698700000001,7,12.0,3.0,1,1,4,2,8,5492.0,0.3596,1,433.0,0.0346,0.1155,0.7829,0.0046,0.0092,0.0185,0.0346,68743.09,3.66000008583068,0.3342,0.6658,47114.0,16300
565,0.3993548387,0.4899117276,0.6118210863,0.6798196167,0.0,,14765,30223,8204,1899,38.952175,-104.79095699999999,7,11.0,2.0,0,31,3,3,8,3326.0,,1,161.0,0.0186,0.1056,0.5714,0.2174,0.0373,0.0062,0.0435,60277.72,3.16000008583068,0.433,0.5670000000000001,,28200
566,0.3917525773,0.3958333333,0.5,0.6144578313,0.0,,18675.5,29476,254,97,38.814671000000004,-104.751176,7,11.0,3.0,1,1,3,2,8,4834.0,1.0,1,473.0,0.0085,0.0,0.9006,0.0338,0.0233,0.019,0.0148,57714.73,3.41000008583068,0.6104,0.3896,,29400
567,0.599137931,0.6652892562,0.6378378378,0.7425149701,,0.0805,5500,10000,843,233,40.637215000000005,-103.19732900000001,7,33.0,2.0,1,1,2,1,8,5549.0,1.0,2,3670.0,0.0005,0.009000000000000001,0.9174,0.0112,0.0057,0.0049,0.0512,53339.16,2.39000010490417,0.4732,0.5268,17649.0,27200
568,0.674863388,0.7287234043,0.8212372138,0.8558421851,0.294,,12500,21027,5152,2391,40.410855,-104.692777,7,12.0,3.0,1,1,4,1,8,7813.0,0.6139,1,10213.0,0.0064,0.0421,0.7991,0.023,0.0439,0.0052,0.0804,72445.43,2.77999997138977,0.359,0.6409999999999999,21640.0,33800
569,0.4239130435,0.5079365079,0.5,0.5761589404,,0.3412,5500,7148,560,152,37.969984000000004,-103.544874,7,33.0,1.0,1,1,2,1,8,5250.0,1.0,2,1361.0,0.0037,0.0,0.64,0.0169,0.0066,0.0147,0.3181,44490.58,3.88000011444091,0.47200000000000003,0.528,16952.0,25100
570,0.244813278,0.3155190134,0.28356762,0.3106200123,,0.4432,7579,8406,343,250,39.86156,-104.985441,7,21.0,1.0,1,1,2,2,8,3793.0,,2,330.0,0.0,0.5636,0.2394,0.0212,0.0333,0.0091,0.1333,65866.39,3.92000007629394,0.1479,0.8521,23273.0,19400
571,0.4840764331,0.54816286,0.6159600998,0.6622137405,,0.092,4500,9000,5701,802,38.764287,-104.787261,7,21.0,2.0,1,1,2,1,8,6732.0,0.9037,2,9997.0,0.0082,0.0569,0.6698,0.1101,0.0418,0.0167,0.0964,64755.59,3.10999989509582,0.4236,0.5764,15163.0,25500
572,0.2941176471,0.3597359736,0.3804034582,0.4095238095,,0.6163,9500,11885.5,301,154,38.93098,-104.814251,7,11.0,2.0,1,1,2,3,8,2419.0,0.3333,2,277.0,0.0,0.0,0.5993,0.2202,0.0181,0.0036,0.1588,61395,3.24000000953674,0.2342,0.7658,22449.0,20900
573,0.4577777778,0.5264864865,0.5712230216,0.6104347826,,,5750,10500,3120,729,38.262124,-104.636258,7,12.0,1.0,1,1,2,1,8,6578.0,1.0,1,4654.0,0.0021,0.0041,0.6442,0.018000000000000002,0.0082,0.0312,0.2922,47351.18,3.47000002861023,0.3485,0.6515,19180.0,23800
574,0.5128534704,0.5799256506,0.6471861472,0.6869009585,,,4750,9500,3299,575,39.720277,-105.150094,7,12.0,1.0,1,1,2,1,8,6462.0,1.0,1,7520.0,0.0186,0.0,0.8392,0.0133,0.0226,0.013000000000000001,0.0932,72981.48,2.59999990463256,0.5096,0.4904,14628.0,30200
575,0.7245508982,0.7832369942,0.5454545455,0.8947368421,0.5023,,18500,22916,3368,1592,39.788175,-105.03075600000001,7,11.0,3.0,1,1,4,2,8,7433.0,0.3859,1,5446.0,0.0083,0.1921,0.6539,0.0358,0.0231,0.0081,0.0788,74280.35,2.84999990463256,0.3954,0.6046,45305.0,50000
576,0.5927835052,0.6443298969,0.7098765432,0.7083333333,0.2867,,14250,32875,831,211,39.743320000000004,-105.069911,7,12.0,3.0,1,1,4,3,8,3609.0,1.0,1,410.0,0.0073,0.0122,0.8659,0.022000000000000002,0.0244,0.0049,0.0634,71949.72,2.88000011444091,0.3408,0.6592,28170.0,27300
577,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,8106.5,PrivacySuppressed,46,PrivacySuppressed,40.019673,-105.241331,7,12.0,1.0,1,1,1,2,8,,,1,,,,,,,,,67450.54,3.56999993324279,0.1053,0.8947,18880.0,PrivacySuppressed
578,0.6276112625,0.6843971631,0.7551652893,0.7762128326,0.1863,,11750,19500,2524,1087,38.30859,-104.579033,7,12.0,3.0,1,1,4,1,8,6548.0,0.5322,1,5303.0,0.0322,0.0624,0.5961,0.0462,0.0226,0.0128,0.2276,54713.6,3.25,0.48700000000000004,0.513,19561.0,33900
